Name,Department,Affiliation,Homepage,Matched Areas
Akshay Narayan 0001,Brown University,Brown University,https://akshayn.xyz,"eurosys, imc, nips, osdi, sigcomm"
Akshay Rangamani,NJIT,NJIT,https://akshay-r.github.io,icml
Akshayaram Srinivasan,University of Toronto,University of Toronto,https://www.cs.toronto.edu/~akshayaram,"crypto, eurocrypt, focs, usenixsec"
Akshitha Sriraman,Carnegie Mellon University,Carnegie Mellon University,http://akshithasriraman.com,"asplos, hpca, isca, micro, osdi"
Alaa R. Alameldeen,Simon Fraser University,Simon Fraser University,https://www.sfu.ca/computing/people/faculty/alaa-alameldeen.html,"asplos, hpca, isca, micro, sigmetrics, vldb"
Alain Finkel,Ecole Normale Superieure de Cachan,Ecole Normale Superieure de Cachan,http://www.lsv.ens-cachan.fr/~finkel,"cav, fse, lics"
Alain J. Martin,California Institute of Technology,California Institute of Technology,http://www.eas.caltech.edu/people/3119/profile,dac
Alain Tapp,University of Montreal,University of Montreal,http://diro.umontreal.ca/repertoire-departement/vue/tapp-alain,"acl, crypto, focs, icml"
Alain Trémeau,Université Jean Monnet,Université Jean Monnet,http://www.create.uwe.ac.uk/membership/tremeau.htm,"eccv, eurographics"
Alan Akbik,Humboldt University of Berlin,Humboldt University of Berlin,https://www.informatik.hu-berlin.de/de/forschung/gebiete/ml,"acl, emnlp, naacl"
Alan Blair,UNSW,UNSW,http://www.cse.unsw.edu.au/~blair,"aaai, cvpr, nips"
Alan Blair 0001,UNSW,UNSW,http://www.cse.unsw.edu.au/~blair,"iros, nips"
Alan C. H. Ling,University of Vermont,University of Vermont,http://www.emba.uvm.edu/~aling,iccad
Alan D. Fekete,University of Sydney,University of Sydney,https://sydney.edu.au/engineering/it/~fekete,"eurosys, fse, icde, pods, sigcse, sigmod, vldb"
Alan Fern,Oregon State University,Oregon State University,http://eecs.oregonstate.edu/~afern,"aaai, cvpr, eccv, iccv, iclr, icml, icra, ijcai, iros, kdd, nips, rss, sigmod"
Alan H. Barr,California Institute of Technology,California Institute of Technology,http://www.eas.caltech.edu/people/2923/profile,"cvpr, eurographics, nips, siggraph, vis, vr"
Alan J. Hu,University of British Columbia,University of British Columbia,http://www.cs.ubc.ca/~ajh,"aaai, ase, cav, dac, emsoft, hpca, iccad, icse, ijcai, usenixsec"
Alan K. Mackworth,University of British Columbia,University of British Columbia,http://www.cs.ubc.ca/~mack,"aaai, cvpr, icra, ijcai, iros"
Alan Kuhnle,Texas A&M University,Texas A&M University,http://www.alankuhnle.com,"aaai, icml, kdd, nips, recomb, sigmetrics"
Alan Kuntz,University of Utah,University of Utah,http://www.cs.utah.edu/~adk,"icra, iros, rss"
Alan L. Cox,Rice University,Rice University,https://www.cs.rice.edu/~alc,"asplos, eurosys, hpca, icde, isca, osdi, sc, sigcomm, sigir, sigmetrics, sosp, usenixatc, usenixsec"
Alan L. Yuille,Johns Hopkins University,Johns Hopkins University,http://www.cs.jhu.edu/~ayuille,"aaai, cvpr, eccv, emnlp, iccv, iclr, icml, ijcai, iros, naacl, nips"
Alan M. Frieze,Carnegie Mellon University,Carnegie Mellon University,https://www.math.cmu.edu/~af1p,"focs, nips, recomb, soda, stoc"
Alan M. Moses,University of Toronto,University of Toronto,http://www.moseslab.csb.utoronto.ca,"nips, recomb"
Alan Mislove,Northeastern University,Northeastern University,http://www.ccs.neu.edu/home/amislove,"ccs, emnlp, eurosys, imc, ndss, nsdi, oakland, pets, sigcomm, sigcse, usenixsec, www"
Alan R. Siegel,New York University,New York University,https://cs.nyu.edu/~siegel,"focs, soda, stoc"
Alan Ritter,Georgia Institute of Technology,Georgia Institute of Technology,http://aritter.github.io,"aaai, acl, cvpr, eccv, emnlp, iclr, kdd, naacl, www"
Alan S. Willsky,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://ssg.mit.edu/~willsky,"cvpr, iccv, icml, nips"
Alan Sussman,University of Maryland - College Park,University of Maryland - College Park,https://www.cs.umd.edu/~als,"hpdc, icde, ics, issta, osdi, sc"
Alan T. Sherman,Univ. of Maryland - Baltimore County,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~sherman,"ccs, crypto, eurocrypt, sigcse, usenixsec"
Alan Wagner,University of British Columbia,University of British Columbia,https://www.cs.ubc.ca/people/alan-wagner,"hpdc, kdd, sc"
Alan Wang,Oregon State University,Oregon State University,http://eecs.oregonstate.edu/people/wang-alan,"nips, osdi"
Alan Wassyng,McMaster University,McMaster University,http://www.cas.mcmaster.ca/~wassyng,"emsoft, fse"
Alane Suhr,Univ. of California - Berkeley,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/suhr.html,"acl, cvpr, emnlp, iclr, icml, naacl, nips"
Alanson P. Sample,University of Michigan,University of Michigan,http://www.alansonsample.com,"asplos, chiconf, mobicom, pets, sensys, ubicomp, uist"
Alban Grastien,Australian National University,Australian National University,https://cs.anu.edu.au/people/alban-grastien,"aaai, ijcai"
Albert Banchs,IMDEA Networks Institute,IMDEA Networks Institute,https://networks.imdea.org/team/imdea-networks-team/people/albert-banchs,"imc, mobicom, pets, www"
Albert Bifet,University of Waikato,University of Waikato,https://www.cms.waikato.ac.nz/people/abifet,"icde, icml, ijcai, kdd, nips"
Albert Cabellos-Aparicio,Polytechnic University of Catalonia,Polytechnic University of Catalonia,http://personals.ac.upc.edu/acabello,"asplos, imc"
Albert Chern,Univ. of California - San Diego,Univ. of California - San Diego,https://page.math.tu-berlin.de/~chern/projects,"cvpr, siggraph, siggraph-asia"
Albert Cohen 0001,Ecole Normale Superieure,Ecole Normale Superieure,https://who.rocq.inria.fr/Albert.Cohen,"cav, dac, emsoft, ics, oopsla, pldi, popl, sc, sigmetrics"
Albert M. Lai,Washington University in St. Louis,Washington University in St. Louis,https://i2db.wustl.edu/people/albert-lai,"acl, naacl, sigmetrics, www"
Albert Mo Kim Cheng,University of Houston,University of Houston,http://www2.cs.uh.edu/~acheng/acheng.html,"aaai, rtas, rtss"
Albert R. Meyer,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://people.csail.mit.edu/meyer,"lics, popl, stoc"
Albert Y. Zomaya,University of Sydney,University of Sydney,https://www.sydney.edu.au/engineering/about/our-people/academic-staff/albert-zomaya.html,"aaai, asplos, cvpr, hpdc, iccad, icde, iclr, icra, ijcai, iros, kdd, rtss, ubicomp, vldb"
Albert Zündorf,University of Kassel,University of Kassel,http://forschung.uni-kassel.de/converis/portal/Person/951793?auxfun=&lang=de_DE,icse
Albert-László Barabási,Northeastern University,Northeastern University,http://www.ccis.northeastern.edu/people/albert-laszlo-barabasi,"aaai, kdd, nips, www"
Alberto Bacchelli,University of Zurich,University of Zurich,https://sback.it,"ase, chiconf, fse, icse"
Alberto Bartesaghi,Duke University,Duke University,http://cryoem.cs.duke.edu,eccv
Alberto Cano 0001,Virginia Tech,Virginia Tech,https://canoalberto.github.io,ijcai
Alberto Cerpa,Univ. of California - Merced,Univ. of California - Merced,http://www.andes.ucmerced.edu/~acerpa,"eurosys, ijcai, sensys, ubicomp, usenixatc"
Alberto Dainotti,Georgia Institute of Technology,Georgia Institute of Technology,https://www.cc.gatech.edu/~adainotti6,"imc, nsdi, sigcomm, usenixsec"
Alberto Del Pia,University of Wisconsin - Madison,University of Wisconsin - Madison,https://directory.engr.wisc.edu/ie/Faculty/Del-pia_Alberto,"iclr, ijcai, soda"
Alberto L. Sangiovanni-Vincentelli,Univ. of California - Berkeley,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/sangiovanni-vicentelli.html,"aaai, cav, chiconf, cvpr, dac, emsoft, iccad, iccv, icml, ijcai, iros, nips, pldi, rtas, rtss, sc"
Alberto M. Segre,University of Iowa,University of Iowa,https://www.cs.uiowa.edu/people/alberto-maria-segre,"aaai, icml, icra, ijcai, kdd"
Alberto Quattrini Li,Dartmouth College,Dartmouth College,https://web.cs.dartmouth.edu/people/alberto-quattrini-li,"aaai, icra, iros, mobisys, nsdi, rss"
Alberto Ros 0001,University of Murcia,University of Murcia,http://ditec.um.es/~aros,"asplos, hpca, hpdc, ics, isca, micro"
Albrecht Schmidt 0001,LMU Munich,LMU Munich,https://www.en.um.informatik.uni-muenchen.de/people/professors/schmidt/index.html,"chiconf, ubicomp, uist, www"
Alcherio Martinoli,EPFL,EPFL,https://people.epfl.ch/alcherio.martinoli,"icra, iros"
Aldeida Aleti,Monash University,Monash University,https://research.monash.edu/en/persons/aldeida-aleti,"ase, fse, icse, ijcai, issta"
Alejandro Cabrera Aldaya,Tampere University,Tampere University,https://www.tuni.fi/en/alejandro-cabreraaldaya,"ccs, oakland, usenixsec"
Alejandro Masrur,TU Chemnitz,TU Chemnitz,https://www.tu-chemnitz.de/informatik/CAS/people/masrur.php,"dac, rtas"
Alejandro P. Buchmann,TU Darmstadt,TU Darmstadt,http://www.dvs.tu-darmstadt.de/staff/buchmann,"dac, icde, sigcomm, sigmod, vldb"
Alejandro Russo,Chalmers/GU,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/russo.aspx,"ccs, icfp, oakland, oopsla, osdi, popl"
Aleksandar Bojchevski,University of Cologne,University of Cologne,https://abojchevski.github.io,"aaai, iclr, icml, kdd, nips"
Aleksandar D. Rakic,University of Queensland,University of Queensland,http://researchers.uq.edu.au/researcher/473,dac
Aleksandar Ignjatovic,UNSW,UNSW,http://www.cse.unsw.com/~ignjat,"dac, focs, iccad"
Aleksandar Kuzmanovic,Northwestern University,Northwestern University,https://networks.cs.northwestern.edu/website/index-b.html,"eurosys, imc, nsdi, sigcomm, sigmetrics, usenixatc, www"
Aleksandar Nanevski,IMDEA Software Institute,IMDEA Software Institute,http://software.imdea.org/~aleks,"cav, icfp, oakland, oopsla, pldi, popl"
Aleksandar Nikolov,University of Toronto,University of Toronto,http://www.cs.toronto.edu/~anikolov,"aaai, focs, icml, nips, pods, soda, stoc"
Aleksandra Korolova,Princeton University,Princeton University,https://www.cs.princeton.edu/people/profile/korolova,"ccs, icml, nips, oakland, pets, usenixsec, vldb, www"
Aleksey Charapko,University of New Hampshire,University of New Hampshire,http://charap.co,"osdi, sigmod, vldb"
Aleksy Schubert,University of Warsaw,University of Warsaw,http://www.mimuw.edu.pl/~alx,popl
Alena Naiakshina,Ruhr-University Bochum,Ruhr-University Bochum,https://www.besec.uni-bonn.de/index.php/team/alena-naiakshina,"ccs, chiconf, icse, oakland, pets, usenixsec"
Alessandra Gorla,IMDEA Software Institute,IMDEA Software Institute,http://software.imdea.org/~alessandra.gorla,"ase, fse, icse, issta, pets"
Alessandra Scafuro,North Carolina State University,North Carolina State University,http://www.ascafuro.com,"ccs, crypto, eurocrypt, ndss, oakland, stoc, usenixsec"
Alessandro Acquisti,Carnegie Mellon University,Carnegie Mellon University,http://www.heinz.cmu.edu/~acquisti,"chiconf, ec, pets, ubicomp, usenixsec"
Alessandro Chiesa,EPFL,EPFL,https://people.epfl.ch/alessandro.chiesa,"crypto, eurocrypt, focs, oakland, soda, stoc, usenixsec"
Alessandro Flammini,Indiana University,Indiana University,http://cnets.indiana.edu/aflammin,kdd
Alessandro L. Koerich,ETS Montreal,ETS Montreal,http://etsmtl.ca/Professeurs/akoerich/Home,cvpr
Alessandro Orso,Georgia Institute of Technology,Georgia Institute of Technology,http://www.cc.gatech.edu/home/orso,"ase, ccs, fse, icse, issta, oopsla, usenixsec"
Alessandro Roncone,University of Colorado Boulder,University of Colorado Boulder,https://alessandro.ronc.one,"emnlp, icra, iros, rss"
Alessandro Vespignani,Northeastern University,Northeastern University,http://www.mobs-lab.org/alessandro-vespignani.html,"kdd, nips, www"
Alessandro Vittorio Papadopoulos,Mälardalen University,Mälardalen University,http://www.idt.mdh.se/~aps01,"fse, iros, rtas, rtss"
Alessio Gaspar,University of South Florida,University of South Florida,http://cereal.forest.usf.edu/alessio,sigcse
Alessio Mansutti,IMDEA Software Institute,IMDEA Software Institute,https://alessiomansutti.github.io,"ijcai, lics, soda"
Alex Aiken,Stanford University,Stanford University,https://theory.stanford.edu/~aiken,"asplos, cav, cvpr, fse, icde, icfp, icml, ics, issta, kdd, lics, micro, ndss, nips, oakland, oopsla, osdi, pldi, popl, sc, sigmod, sosp, uist, usenixsec, vldb"
Alex C. Snoeren,Univ. of California - San Diego,Univ. of California - San Diego,http://cseweb.ucsd.edu/~snoeren,"asplos, ccs, eurosys, fast, imc, kdd, mobicom, mobisys, ndss, nsdi, oakland, osdi, pets, sc, sensys, sigcomm, sigmetrics, sosp, usenixatc, usenixsec, www"
Alex Endert,Georgia Institute of Technology,Georgia Institute of Technology,http://va.gatech.edu/endert,"chiconf, eurographics, vis"
Alex Gittens,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,http://www.cs.rpi.edu/~gittea,"aaai, acl, cvpr, icml, kdd"
Alex Groce,Northern Arizona University,Northern Arizona University,https://agroce.github.io,"ase, cav, fse, icse, issta, pldi"
Alex Kale,University of Chicago,University of Chicago,https://people.cs.uchicago.edu/~kalea,"chiconf, eurographics, kdd, vis"
Alex Liu,Michigan State University,Michigan State University,http://www.cse.msu.edu/~alexliu,rss
Alex Lombardi,Princeton University,Princeton University,https://www.cs.princeton.edu/people/profile/al2201,"crypto, eurocrypt, focs, stoc"
Alex Mihailidis,University of Toronto,University of Toronto,http://www.iatsl.org/people/amihailidis.htm,"ijcai, iros"
Alex Orailoglu,Univ. of California - San Diego,Univ. of California - San Diego,http://cseweb.ucsd.edu/~alex,"dac, iccad, micro"
Alex Potanin,Australian National University,Australian National University,https://comp.anu.edu.au/people/alex-potanin,"fse, icse, oopsla, popl"
Alex Pothen,Purdue University,Purdue University,https://www.cs.purdue.edu/people/faculty/apothen,"kdd, sc"
Alex Szalay,Johns Hopkins University,Johns Hopkins University,https://physics-astronomy.jhu.edu/directory/alexander-s-szalay,"fast, hpdc, sc, sigmod, vis"
Alex T. Pang,Univ. of California - Santa Cruz,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~pang,"cvpr, sigmod, vis"
Alex Thomo,University of Victoria,University of Victoria,http://www.cs.uvic.ca/~thomo,"icde, ijcai, kdd, naacl, pods, sigmod, vldb"
Alex Wong 0001,Yale University,Yale University,https://seas.yale.edu/faculty-research/faculty-directory/alex-wong,"aaai, cvpr, eccv, iccv, icml, iros, nips, siggraph-asia"
Alex Zelikovsky,Georgia State University,Georgia State University,http://cs.gsu.edu/profile/alex-zelikovsky,"iccad, ismb, recomb, soda"
Alexander A. Razborov,University of Chicago,University of Chicago,https://people.cs.uchicago.edu/~razborov,"focs, soda, stoc"
Alexander A. Schwarzmann,Augusta University,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=ASCHWARZMANN,"icse, stoc"
Alexander A. Sherstov,Univ. of California - Los Angeles,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~sherstov,"aaai, focs, stoc"
Alexander Barg,University of Maryland - College Park,University of Maryland - College Park,https://www.cs.umd.edu/people/abarg,"fast, focs, usenixatc"
Alexander Binder,University of Magdeburg,University of Magdeburg,https://isgwww.cs.uni-magdeburg.de/agcv_binder,"cvpr, eccv, iclr, icml, nips"
Alexander Brodsky 0001,George Mason University,George Mason University,https://cs.gmu.edu/~brodsky,"ccs, pods, sigmod, vldb"
Alexander C. Berg,Univ. of California - Irvine,Univ. of California - Irvine,http://acberg.com,"aaai, acl, cvpr, eccv, emnlp, iccad, iccv, icra, naacl, nips, rss, rtas, vldb"
Alexander Conway 0001,Cornell University,Cornell University,https://ajhconway.com,"asplos, eurosys, fast, focs, osdi, pods, sigmod, soda, usenixatc"
Alexander Fraser 0001,TU Munich,TU Munich,https://www.professoren.tum.de/en/fraser-alexander,"acl, emnlp, naacl, sigir"
Alexander G. Huth,University of Texas at Austin,University of Texas at Austin,http://www.cs.utexas.edu/~huth,"acl, cvpr, iclr, icml, nips"
Alexander G. Schwing,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,http://www.alexander-schwing.de,"aaai, cvpr, eccv, iccv, iclr, icml, icra, iros, isca, micro, nips, sigir"
Alexander Gamero-Garrido,Univ. of California - Davis,Univ. of California - Davis,https://www.gamero-garrido.com,"ccs, imc, sigcomm"
Alexander Golovnev,Georgetown University,Georgetown University,https://golovnev.org,"crypto, eurocrypt, focs, icml, soda, stoc"
Alexander Herzog,Clemson University,Clemson University,http://www.alexherzog.net,"iclr, icra, iros, rss"
Alexander Hinneburg,University of Halle-Wittenberg,University of Halle-Wittenberg,https://www.informatik.uni-halle.de/arbeitsgruppen/dbs/mitarbeiter/hinneburg,"kdd, vldb"
Alexander Ihler,Univ. of California - Irvine,Univ. of California - Irvine,http://www.ics.uci.edu/~ihler,"aaai, cvpr, eccv, icml, ijcai, kdd, nips"
Alexander J. Hartemink,Duke University,Duke University,https://users.cs.duke.edu/~amink,"aaai, ismb, nips, recomb"
Alexander J. Summers,University of British Columbia,University of British Columbia,http://people.inf.ethz.ch/summersa,"cav, oopsla, pldi, popl"
Alexander Jung,Aalto University,Aalto University,https://users.aalto.fi/~junga1,"asplos, eurosys"
Alexander Knapp,University of Augsburg,University of Augsburg,https://www.uni-augsburg.de/de/fakultaet/fai/informatik/prof/swtsse/mitarbeiter,ase
Alexander Koller,Saarland University,Saarland University,http://www.coli.uni-saarland.de/~koller,"acl, emnlp, iclr, naacl, soda"
Alexander Kotov 0001,Wayne State University,Wayne State University,http://www.cs.wayne.edu/kotov,"sigir, www"
Alexander L. Wolf,Univ. of California - Santa Cruz,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~alw,"ase, fse, icse, oopsla, sigcomm, sigmod, usenixatc"
Alexander Lex,University of Utah,University of Utah,http://alexander-lex.net,"chiconf, eurographics, vis"
Alexander M. Rush,Cornell University,Cornell University,http://rush.seas.harvard.edu,"aaai, acl, cvpr, dac, emnlp, iclr, icml, micro, naacl, nips, sigcomm, vis"
Alexander Marder,Johns Hopkins University,Johns Hopkins University,https://alexmarder.github.io,"imc, sigmetrics, usenixsec"
Alexander Mariakakis,University of Toronto,University of Toronto,https://mariakakis.github.io,"chiconf, mobisys, nips, ubicomp, www"
Alexander May 0001,Ruhr-University Bochum,Ruhr-University Bochum,http://www.cits.rub.de/personen/may.html,"ccs, crypto, eurocrypt, oakland"
Alexander Mehler,Goethe University Frankfurt,Goethe University Frankfurt,https://www.texttechnologylab.org/team/alexander-mehler,"acl, naacl"
Alexander Nelson 0001,University of Arkansas,University of Arkansas,https://computer-science-and-computer-engineering.uark.edu/directory/index/uid/ahnelson/name/Alexander+H.+Nelson,"ccs, oakland, rtss"
Alexander Ororbia,Rochester Institute of Technology,Rochester Institute of Technology,http://www.personal.psu.edu/ago109,"aaai, acl, cvpr, emnlp, icra, kdd, nips"
